# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	101382	102299	+	BAL37408.1			UDP-3-O-acyl N-acetylglucosamine deacetylase	lpxC		ECMDS42_0089	918	305	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	102530	103042	+					secM		ECMDS42_0090	513		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	102530	103042	+	BAL37409.1			regulator of secA translation	secM		ECMDS42_0090	513	170	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	103104	105809	+					secA		ECMDS42_0091	2706		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	103104	105809	+	BAL37410.1			preprotein translocase subunit, ATPase that targets protein precursors to the SecYE core translocon	secA		ECMDS42_0091	2706	901	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	105869	106258	+					mutT		ECMDS42_0092	390		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	105869	106258	+	BAL37411.1			nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP	mutT		ECMDS42_0092	390	129	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	106474	106671	-					yacG		ECMDS42_0093	198		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	106474	106671	-	BAL37412.1			conserved protein	yacG		ECMDS42_0093	198	65	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	106681	107424	-					yacF		ECMDS42_0094	744		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	106681	107424	-	BAL37413.1			conserved protein	yacF		ECMDS42_0094	744	247	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	107424	108044	-					coaE		ECMDS42_0095	621		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	107424	108044	-	BAL37414.1			dephospho-CoA kinase	coaE		ECMDS42_0095	621	206	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	108269	109312	+					guaC		ECMDS42_0096	1044		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	108269	109312	+	BAL37415.1			GMP reductase	guaC		ECMDS42_0096	1044	347	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	109347	110549	-					hofC		ECMDS42_0097	1203		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	109347	110549	-	BAL37416.1			assembly protein in type IV pilin biogenesis, transmembrane protein	hofC		ECMDS42_0097	1203	400	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	110539	111924	-					hofB		ECMDS42_0098	1386		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	110539	111924	-	BAL37417.1			conserved protein with nucleoside triphosphate hydrolase domain	hofB		ECMDS42_0098	1386	461	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	111934	112374	-					ppdD		ECMDS42_0099	441		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	111934	112374	-	BAL37418.1			predicted major pilin subunit	ppdD		ECMDS42_0099	441	146	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	112577	113470	-					nadC		ECMDS42_0100	894		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	112577	113470	-	BAL37419.1			quinolinate phosphoribosyltransferase	nadC		ECMDS42_0100	894	297	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	113558	114109	+					ampD		ECMDS42_0101	552		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	113558	114109	+	BAL37420.1			N-acetyl-anhydromuranmyl-L-alanine amidase	ampD		ECMDS42_0101	552	183	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	114106	114960	+					ampE		ECMDS42_0102	855		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	114106	114960	+	BAL37421.1			predicted inner membrane protein	ampE		ECMDS42_0102	855	284	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	115003	116376	-					aroP		ECMDS42_0103	1374		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	115003	116376	-	BAL37422.1			aromatic amino acid transporter	aroP		ECMDS42_0103	1374	457	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	116917	117681	+					pdhR		ECMDS42_0104	765		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	116917	117681	+	BAL37423.1			DNA-binding transcriptional dual regulator	pdhR		ECMDS42_0104	765	254	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	117842	120505	+					aceE		ECMDS42_0105	2664		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	117842	120505	+	BAL37424.1			pyruvate dehydrogenase, decarboxylase component E1, thiamin-binding	aceE		ECMDS42_0105	2664	887	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	120520	122412	+					aceF		ECMDS42_0106	1893		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	120520	122412	+	BAL37425.1			pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2	aceF		ECMDS42_0106	1893	630	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	122737	124161	+					lpd		ECMDS42_0107	1425		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	122737	124161	+	BAL37426.1			lipoamide dehydrogenase, E3 component is part of three enzyme complexes	lpd		ECMDS42_0107	1425	474	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	124232	126085	-					yacH		ECMDS42_0108	1854		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	124232	126085	-	BAL37427.1			predicted protein	yacH		ECMDS42_0108	1854	617	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	126440	129037	+					acnB		ECMDS42_0109	2598		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	126440	129037	+	BAL37428.1			bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	acnB		ECMDS42_0109	2598	865	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	129213	129575	+					yacL		ECMDS42_0110	363		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	129213	129575	+	BAL37429.1			conserved protein	yacL		ECMDS42_0110	363	120	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	129613	130407	-					speD		ECMDS42_0111	795		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	129613	130407	-	BAL37430.1			S-adenosylmethionine decarboxylase	speD		ECMDS42_0111	795	264	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	130423	131289	-					speE		ECMDS42_0112	867		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	130423	131289	-	BAL37431.1			spermidine synthase (putrescine aminopropyltransferase)	speE		ECMDS42_0112	867	288	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	131395	131742	-					yacC		ECMDS42_0113	348		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	131395	131742	-	BAL37432.1			predicted protein	yacC		ECMDS42_0113	348	115	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	131908	133458	+					cueO		ECMDS42_0114	1551		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	131908	133458	+	BAL37433.1			multicopper oxidase	cueO		ECMDS42_0114	1551	516	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	133660	136050	-					gcd		ECMDS42_0115	2391		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	133660	136050	-	BAL37434.1			glucose dehydrogenase	gcd		ECMDS42_0115	2391	796	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	136256	136792	+					hpt		ECMDS42_0116	537		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	136256	136792	+	BAL37435.1			hypoxanthine phosphoribosyltransferase	hpt		ECMDS42_0116	537	178	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	136833	137495	-					can		ECMDS42_0117	663		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	136833	137495	-	BAL37436.1			carbonic anhydrase	can		ECMDS42_0117	663	220	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	137604	138530	+					yadG		ECMDS42_0118	927		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	137604	138530	+	BAL37437.1			predicted transporter subunit	yadG		ECMDS42_0118	927	308	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	138527	139297	+					yadH		ECMDS42_0119	771		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	138527	139297	+	BAL37438.1			predicted transporter subunit	yadH		ECMDS42_0119	771	256	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	139402	139842	+					yadI		ECMDS42_0120	441		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	139402	139842	+	BAL37439.1			predicted PTS Enzyme IIA	yadI		ECMDS42_0120	441	146	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	139906	141135	+					yadE		ECMDS42_0121	1230		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	139906	141135	+	BAL37440.1			predicted polysaccharide deacetylase lipoprotein	yadE		ECMDS42_0121	1230	409	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	141139	141519	-					panD		ECMDS42_0122	381		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	141139	141519	-	BAL37441.1			aspartate 1-decarboxylase	panD		ECMDS42_0122	381	126	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	141793	142695	+					yadD		ECMDS42_0123	903		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	141793	142695	+	BAL37442.1			predicted transposase	yadD		ECMDS42_0123	903	300	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	142769	143620	-					panC		ECMDS42_0124	852		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	142769	143620	-	BAL37443.1			pantothenate synthetase	panC		ECMDS42_0124	852	283	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	143632	144426	-					panB		ECMDS42_0125	795		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	143632	144426	-	BAL37444.1			3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		ECMDS42_0125	795	264	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	144540	145778	-					yadC		ECMDS42_0126	1239		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	144540	145778	-	BAL37445.1			predicted fimbrial-like adhesin protein	yadC		ECMDS42_0126	1239	412	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	145828	146424	-					yadK		ECMDS42_0127	597		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	145828	146424	-	BAL37446.1			predicted fimbrial-like adhesin protein	yadK		ECMDS42_0127	597	198	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	146451	147056	-					yadL		ECMDS42_0128	606		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	146451	147056	-	BAL37447.1			predicted fimbrial-like adhesin protein	yadL		ECMDS42_0128	606	201	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	147068	147637	-					yadM		ECMDS42_0129	570		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	147068	147637	-	BAL37448.1			predicted fimbrial-like adhesin protein	yadM		ECMDS42_0129	570	189	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	147654	150251	-					htrE		ECMDS42_0130	2598		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	147654	150251	-	BAL37449.1			predicted outer membrane usher protein	htrE		ECMDS42_0130	2598	865	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	150286	151026	-					ecpD		ECMDS42_0131	741		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	150286	151026	-	BAL37450.1			predicted periplasmic pilin chaperone	ecpD		ECMDS42_0131	741	246	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	151124	151708	-					yadN		ECMDS42_0132	585		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	151124	151708	-	BAL37451.1			predicted fimbrial-like adhesin protein	yadN		ECMDS42_0132	585	194	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	152078	152557	-					folK		ECMDS42_0133	480		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	152078	152557	-	BAL37452.1			2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase	folK		ECMDS42_0133	480	159	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	152554	153951	-					pcnB		ECMDS42_0134	1398		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	152554	153951	-	BAL37453.1			poly(A) polymerase I	pcnB		ECMDS42_0134	1398	465	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	154011	154937	-					yadB		ECMDS42_0135	927		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	154011	154937	-	BAL37454.1			glutamyl-Q tRNA(Asp) synthetase	yadB		ECMDS42_0135	927	308	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	154974	155429	-					dksA		ECMDS42_0136	456		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	154974	155429	-	BAL37455.1			transcriptional regulator of rRNA transcription, DnaK suppressor protein	dksA		ECMDS42_0136	456	151	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	155607	156311	-					sfsA		ECMDS42_0137	705		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	155607	156311	-	BAL37456.1			predicted DNA-binding transcriptional regulator	sfsA		ECMDS42_0137	705	234	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	156326	156856	-					ligT		ECMDS42_0138	531		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	156326	156856	-	BAL37457.1			2'-5' RNA ligase	ligT		ECMDS42_0138	531	176	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	156930	159359	+					hrpB		ECMDS42_0139	2430		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	156930	159359	+	BAL37458.1			predicted ATP-dependent helicase	hrpB		ECMDS42_0139	2430	809	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	159555	162089	+					mrcB		ECMDS42_0140	2535		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	159555	162089	+	BAL37459.1			fused glycosyl transferase and transpeptidase	mrcB		ECMDS42_0140	2535	844	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	162463	163743	-					hemL		ECMDS42_0141	1281		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	162463	163743	-	BAL37460.1			glutamate-1-semialdehyde aminotransferase	hemL		ECMDS42_0141	1281	426	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	163968	165389	+					clcA		ECMDS42_0142	1422		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	163968	165389	+	BAL37461.1			chloride channel, voltage-gated	clcA		ECMDS42_0142	1422	473	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	165471	165815	+					yadR		ECMDS42_0143	345		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	165471	165815	+	BAL37462.1			conserved protein	yadR		ECMDS42_0143	345	114	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	165862	166485	-					yadS		ECMDS42_0144	624		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	165862	166485	-	BAL37463.1			conserved inner membrane protein	yadS		ECMDS42_0144	624	207	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	166523	167323	-					btuF		ECMDS42_0145	801		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	166523	167323	-	BAL37464.1			vitamin B12 transporter subunit	btuF		ECMDS42_0145	801	266	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	167316	168014	-					pfs		ECMDS42_0146	699		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	167316	168014	-	BAL37465.1			5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	pfs		ECMDS42_0146	699	232	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	168098	169615	+					dgt		ECMDS42_0147	1518		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	168098	169615	+	BAL37466.1			deoxyguanosine triphosphate triphosphohydrolase	dgt		ECMDS42_0147	1518	505	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	169745	171169	+					degP		ECMDS42_0148	1425		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	169745	171169	+	BAL37467.1				degP		ECMDS42_0148	1425	474	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	171324	172481	+					cdaR		ECMDS42_0149	1158		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	171324	172481	+	BAL37468.1			DNA-binding transcriptional regulator	cdaR		ECMDS42_0149	1158	385	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	172570	172956	-					yaeH		ECMDS42_0150	387		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	172570	172956	-	BAL37469.1			conserved protein	yaeH		ECMDS42_0150	387	128	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	173118	173930	-					yaeI		ECMDS42_0151	813		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	173118	173930	-	BAL37470.1			predicted phosphatase	yaeI		ECMDS42_0151	813	270	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	173984	174808	-					dapD		ECMDS42_0152	825		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	173984	174808	-	BAL37471.1			2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	dapD		ECMDS42_0152	825	274	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	174839	177511	-					glnD		ECMDS42_0153	2673		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	174839	177511	-	BAL37472.1			uridylyltransferase	glnD		ECMDS42_0153	2673	890	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	177573	178367	-					map		ECMDS42_0154	795		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	177573	178367	-	BAL37473.1			methionine aminopeptidase	map		ECMDS42_0154	795	264	
gene	misc_RNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	178573	178708	+					tff		ECMDS42_0155	136		
misc_RNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	178573	178708	+					tff		ECMDS42_0155	136		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	178735	179460	+					rpsB		ECMDS42_0156	726		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	178735	179460	+	BAL37474.1			30S ribosomal subunit protein S2	rpsB		ECMDS42_0156	726	241	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	179718	180569	+					tsf		ECMDS42_0157	852		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	179718	180569	+	BAL37475.1			protein chain elongation factor EF-Ts	tsf		ECMDS42_0157	852	283	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	180716	181441	+					pyrH		ECMDS42_0158	726		
